cycle	commit	bugid	added	deleted	file
activemq-5.3.0-activemq-5.4.0	144a362aeebdd11a8144c704d3ee0414cbb70a84	AMQ-2203	55	0	activemq-core/src/test/resources/spring-start-false.xml
activemq-5.3.0-activemq-5.4.0	b18255665f6b7b0e241d6f01019edcf5e1161c5c	AMQ-2125	1	1	activemq-core/src/main/java/org/apache/activemq/broker/region/PrefetchSubscription.java
activemq-5.3.0-activemq-5.4.0	c23f9e6584e01b92460a06273f09a22f358453f3	AMQ-1847	4	2	activemq-core/src/main/java/org/apache/activemq/ActiveMQMessageConsumer.java
activemq-5.3.0-activemq-5.4.0	c23f9e6584e01b92460a06273f09a22f358453f3	AMQ-1847	2	2	activemq-core/src/main/java/org/apache/activemq/ActiveMQSession.java
activemq-5.3.0-activemq-5.4.0	c23f9e6584e01b92460a06273f09a22f358453f3	AMQ-1847	15	7	activemq-core/src/main/java/org/apache/activemq/RedeliveryPolicy.java
activemq-5.3.0-activemq-5.4.0	c23f9e6584e01b92460a06273f09a22f358453f3	AMQ-1847	2	1	activemq-core/src/test/java/org/apache/activemq/MessageListenerRedeliveryTest.java
activemq-5.3.0-activemq-5.4.0	c23f9e6584e01b92460a06273f09a22f358453f3	AMQ-1847	129	4	activemq-core/src/test/java/org/apache/activemq/RedeliveryPolicyTest.java
activemq-5.3.0-activemq-5.4.0	c23f9e6584e01b92460a06273f09a22f358453f3	AMQ-1847	1	1	activemq-core/src/test/java/org/apache/activemq/bugs/AMQ2021Test.java
activemq-5.3.0-activemq-5.4.0	6dffe4debefd29dfbe58c8d3bd64782bcaf25b1e	AMQ-2861	1	0	activemq-core/src/main/java/org/apache/activemq/broker/CompositeDestinationBroker.java
activemq-5.3.0-activemq-5.4.0	6dffe4debefd29dfbe58c8d3bd64782bcaf25b1e	AMQ-2861	90	0	activemq-core/src/test/java/org/apache/activemq/usage/CompositeMessageCursorUsageTest.java
activemq-5.3.0-activemq-5.4.0	6b4509cdea61f78c2ecc013929c8c54da0f38341	AMQ-2774	30	2	activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java
activemq-5.3.0-activemq-5.4.0	6b4509cdea61f78c2ecc013929c8c54da0f38341	AMQ-2774	41	27	activemq-core/src/main/java/org/apache/activemq/network/DemandForwardingBridgeSupport.java
activemq-5.3.0-activemq-5.4.0	6b4509cdea61f78c2ecc013929c8c54da0f38341	AMQ-2774	3	1	activemq-core/src/main/java/org/apache/activemq/network/DiscoveryNetworkConnector.java
activemq-5.3.0-activemq-5.4.0	6b4509cdea61f78c2ecc013929c8c54da0f38341	AMQ-2774	81	0	activemq-core/src/test/java/org/apache/activemq/transport/tcp/ServerSocketTstFactory.java
activemq-5.3.0-activemq-5.4.0	6b4509cdea61f78c2ecc013929c8c54da0f38341	AMQ-2774	173	0	activemq-core/src/test/java/org/apache/activemq/transport/tcp/SocketTstFactory.java
activemq-5.3.0-activemq-5.4.0	6b4509cdea61f78c2ecc013929c8c54da0f38341	AMQ-2774	57	0	activemq-core/src/test/java/org/apache/activemq/transport/tcp/TcpFaultyTransport.java
activemq-5.3.0-activemq-5.4.0	6b4509cdea61f78c2ecc013929c8c54da0f38341	AMQ-2774	108	0	activemq-core/src/test/java/org/apache/activemq/transport/tcp/TcpFaultyTransportFactory.java
activemq-5.3.0-activemq-5.4.0	6b4509cdea61f78c2ecc013929c8c54da0f38341	AMQ-2774	54	0	activemq-core/src/test/java/org/apache/activemq/transport/tcp/TcpFaultyTransportServer.java
activemq-5.3.0-activemq-5.4.0	6b4509cdea61f78c2ecc013929c8c54da0f38341	AMQ-2774	131	0	activemq-core/src/test/java/org/apache/activemq/usecases/MulticastDiscoveryOnFaultyNetworkTest.java
activemq-5.3.0-activemq-5.4.0	6b4509cdea61f78c2ecc013929c8c54da0f38341	AMQ-2774	17	0	activemq-core/src/test/resources/META-INF/services/org/apache/activemq/transport/tcpfaulty
activemq-5.3.0-activemq-5.4.0	f206a1bd11dfe8265faacfdbbb74113894069d28	AMQ-2580	5	4	activemq-core/src/main/java/org/apache/activemq/store/amq/RecoveryListenerAdapter.java
activemq-5.3.0-activemq-5.4.0	f206a1bd11dfe8265faacfdbbb74113894069d28	AMQ-2580	5	4	activemq-core/src/main/java/org/apache/activemq/store/jdbc/JDBCTopicMessageStore.java
activemq-5.3.0-activemq-5.4.0	f206a1bd11dfe8265faacfdbbb74113894069d28	AMQ-2580	1	5	activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/DefaultJDBCAdapter.java
activemq-5.3.0-activemq-5.4.0	f206a1bd11dfe8265faacfdbbb74113894069d28	AMQ-2580	0	2	activemq-core/src/main/java/org/apache/activemq/store/kahadaptor/KahaTopicReferenceStore.java
activemq-5.3.0-activemq-5.4.0	f206a1bd11dfe8265faacfdbbb74113894069d28	AMQ-2580	3	2	activemq-core/src/main/java/org/apache/activemq/store/kahadb/KahaDBStore.java
activemq-5.3.0-activemq-5.4.0	f206a1bd11dfe8265faacfdbbb74113894069d28	AMQ-2580	0	8	activemq-core/src/test/java/org/apache/activemq/JmsTopicSelectorTest.java
activemq-5.3.0-activemq-5.4.0	f206a1bd11dfe8265faacfdbbb74113894069d28	AMQ-2580	32	9	activemq-core/src/test/java/org/apache/activemq/TestSupport.java
activemq-5.3.0-activemq-5.4.0	f206a1bd11dfe8265faacfdbbb74113894069d28	AMQ-2580	202	0	activemq-core/src/test/java/org/apache/activemq/bugs/AMQ2580Test.java
activemq-5.3.0-activemq-5.4.0	f206a1bd11dfe8265faacfdbbb74113894069d28	AMQ-2580	285	335	activemq-core/src/test/java/org/apache/activemq/transport/failover/FailoverTransactionTest.java
activemq-5.3.0-activemq-5.4.0	607f1ef669eba566d61669d2f3458744a0b96e34	AMQ-2836	1	1	activemq-core/src/main/java/org/apache/activemq/broker/util/LoggingBrokerPlugin.java
activemq-5.3.0-activemq-5.4.0	d85895666a17b5e059548f20f787b0e507ae964b	AMQ-2832	29	0	activemq-core/src/main/java/org/apache/activemq/kaha/MessageAckWithLocation.java
activemq-5.3.0-activemq-5.4.0	d85895666a17b5e059548f20f787b0e507ae964b	AMQ-2832	0	2	activemq-core/src/main/java/org/apache/activemq/store/MessageStore.java
activemq-5.3.0-activemq-5.4.0	d85895666a17b5e059548f20f787b0e507ae964b	AMQ-2832	7	6	activemq-core/src/main/java/org/apache/activemq/store/amq/AMQMessageStore.java
activemq-5.3.0-activemq-5.4.0	d85895666a17b5e059548f20f787b0e507ae964b	AMQ-2832	1	2	activemq-core/src/main/java/org/apache/activemq/store/amq/AMQPersistenceAdapter.java
activemq-5.3.0-activemq-5.4.0	d85895666a17b5e059548f20f787b0e507ae964b	AMQ-2832	12	5	activemq-core/src/main/java/org/apache/activemq/store/kahadaptor/KahaReferenceStore.java
activemq-5.3.0-activemq-5.4.0	d85895666a17b5e059548f20f787b0e507ae964b	AMQ-2832	40	1	activemq-core/src/main/java/org/apache/activemq/store/kahadaptor/KahaReferenceStoreAdapter.java
activemq-5.3.0-activemq-5.4.0	d85895666a17b5e059548f20f787b0e507ae964b	AMQ-2832	39	0	activemq-core/src/test/java/org/apache/activemq/bugs/SparseAckReplayAfterStoreCleanupAMQStoreTest.java
activemq-5.3.0-activemq-5.4.0	f2517c01b87f667659b75f2ced1ab7bcb9e427c2	AMQ-2832	1	1	activemq-core/src/main/java/org/apache/activemq/store/amq/AMQMessageStore.java
activemq-5.3.0-activemq-5.4.0	f2517c01b87f667659b75f2ced1ab7bcb9e427c2	AMQ-2832	8	0	activemq-core/src/main/java/org/apache/activemq/store/kahadb/KahaDBPersistenceAdapter.java
activemq-5.3.0-activemq-5.4.0	f2517c01b87f667659b75f2ced1ab7bcb9e427c2	AMQ-2832	8	0	activemq-core/src/main/java/org/apache/activemq/store/kahadb/KahaDBStore.java
activemq-5.3.0-activemq-5.4.0	f2517c01b87f667659b75f2ced1ab7bcb9e427c2	AMQ-2832	52	12	activemq-core/src/main/java/org/apache/activemq/store/kahadb/MessageDatabase.java
activemq-5.3.0-activemq-5.4.0	f2517c01b87f667659b75f2ced1ab7bcb9e427c2	AMQ-2832	186	0	activemq-core/src/test/java/org/apache/activemq/bugs/AMQ2832Test.java
activemq-5.3.0-activemq-5.4.0	a7f916446484bc03a8c95c30b4453436a1be3696	AMQ-2811	3	1	activemq-core/src/main/java/org/apache/activemq/transport/nio/NIOTransport.java
activemq-5.3.0-activemq-5.4.0	73433372e9bacff78406c64b644c9b1202a0a2c0	AMQ-1730	26	4	activemq-core/src/main/java/org/apache/activemq/broker/region/Queue.java
activemq-5.3.0-activemq-5.4.0	73433372e9bacff78406c64b644c9b1202a0a2c0	AMQ-1730	1	1	activemq-core/src/test/java/org/apache/activemq/JMSConsumerTest.java
activemq-5.3.0-activemq-5.4.0	73433372e9bacff78406c64b644c9b1202a0a2c0	AMQ-1730	1	1	activemq-core/src/test/java/org/apache/activemq/JmsRollbackRedeliveryTest.java
activemq-5.3.0-activemq-5.4.0	73433372e9bacff78406c64b644c9b1202a0a2c0	AMQ-1730	165	0	activemq-spring/src/test/java/org/apache/bugs/AMQ1730Test.java
activemq-5.3.0-activemq-5.4.0	03349fecda8efde730b100ed338c0cfe2171d462	AMQ-2817	3	0	activemq-core/src/test/java/org/apache/activemq/transport/stomp/StompSslAuthTest.java
activemq-5.3.0-activemq-5.4.0	584d52c1f0a5f9ef418239f6d75ec0a1036eafd5	AMQ-2822	9	0	activemq-core/src/main/java/org/apache/activemq/transport/stomp/StompConnection.java
activemq-5.3.0-activemq-5.4.0	584d52c1f0a5f9ef418239f6d75ec0a1036eafd5	AMQ-2822	53	7	activemq-core/src/main/java/org/apache/activemq/transport/stomp/StompNIOTransport.java
activemq-5.3.0-activemq-5.4.0	584d52c1f0a5f9ef418239f6d75ec0a1036eafd5	AMQ-2822	63	45	activemq-core/src/main/java/org/apache/activemq/transport/stomp/StompWireFormat.java
activemq-5.3.0-activemq-5.4.0	584d52c1f0a5f9ef418239f6d75ec0a1036eafd5	AMQ-2822	26	0	activemq-core/src/test/java/org/apache/activemq/transport/stomp/StompTest.java
activemq-5.3.0-activemq-5.4.0	70971237bfeec4f0c194a9e72276908ecaf54194	AMQ-2453	5	5	assembly/src/release/bin/activemq
activemq-5.3.0-activemq-5.4.0	ea0ceacef07627abfde4f47d7ba9c0f44bf4de91	AMQ-2070	1	1	activemq-core/src/main/java/org/apache/activemq/broker/BrokerService.java
activemq-5.3.0-activemq-5.4.0	4ced774bcaf3fb6eec421ad28567a1b438b7c5dd	AMQ-2818	5	5	assembly/src/release/bin/activemq
activemq-5.3.0-activemq-5.4.0	4ced774bcaf3fb6eec421ad28567a1b438b7c5dd	AMQ-2818	1	1	assembly/src/release/conf/jetty.xml
activemq-5.3.0-activemq-5.4.0	681cf04da9914650bfbc7ec0622b02cbf9ddc9e5	AMQ-2817	11	2	activemq-core/src/main/java/org/apache/activemq/transport/stomp/FrameTranslator.java
activemq-5.3.0-activemq-5.4.0	681cf04da9914650bfbc7ec0622b02cbf9ddc9e5	AMQ-2817	1	1	activemq-core/src/main/java/org/apache/activemq/transport/stomp/Stomp.java
activemq-5.3.0-activemq-5.4.0	681cf04da9914650bfbc7ec0622b02cbf9ddc9e5	AMQ-2817	31	0	activemq-core/src/test/java/org/apache/activemq/transport/stomp/StompTest.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	24	193	activemq-core/src/main/java/org/apache/activemq/ActiveMQMessageAudit.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	265	0	activemq-core/src/main/java/org/apache/activemq/ActiveMQMessageAuditNoSync.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	6	6	activemq-core/src/main/java/org/apache/activemq/broker/ConnectionContext.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	26	0	activemq-core/src/main/java/org/apache/activemq/broker/ProducerBrokerExchange.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	9	3	activemq-core/src/main/java/org/apache/activemq/broker/TransportConnection.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	1	0	activemq-core/src/main/java/org/apache/activemq/broker/region/AbstractRegion.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	12	0	activemq-core/src/main/java/org/apache/activemq/command/ConnectionInfo.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	5	0	activemq-core/src/main/java/org/apache/activemq/openwire/v6/ConnectionInfoMarshaller.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	4	0	activemq-core/src/main/java/org/apache/activemq/state/ConnectionStateTracker.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	10	0	activemq-core/src/main/java/org/apache/activemq/store/PersistenceAdapter.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	7	0	activemq-core/src/main/java/org/apache/activemq/store/amq/AMQPersistenceAdapter.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	4	1	activemq-core/src/main/java/org/apache/activemq/store/jdbc/JDBCAdapter.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	1	1	activemq-core/src/main/java/org/apache/activemq/store/jdbc/JDBCMessageStore.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	16	3	activemq-core/src/main/java/org/apache/activemq/store/jdbc/JDBCPersistenceAdapter.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	1	1	activemq-core/src/main/java/org/apache/activemq/store/jdbc/JDBCTopicMessageStore.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	16	1	activemq-core/src/main/java/org/apache/activemq/store/jdbc/Statements.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	22	1	activemq-core/src/main/java/org/apache/activemq/store/jdbc/adapter/DefaultJDBCAdapter.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	5	0	activemq-core/src/main/java/org/apache/activemq/store/journal/JournalPersistenceAdapter.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	6	0	activemq-core/src/main/java/org/apache/activemq/store/kahadaptor/KahaPersistenceAdapter.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	29	0	activemq-core/src/main/java/org/apache/activemq/store/kahadb/KahaDBPersistenceAdapter.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	11	0	activemq-core/src/main/java/org/apache/activemq/store/kahadb/KahaDBStore.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	150	41	activemq-core/src/main/java/org/apache/activemq/store/kahadb/MessageDatabase.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	5	0	activemq-core/src/main/java/org/apache/activemq/store/kahadb/TempKahaDBStore.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	4	0	activemq-core/src/main/java/org/apache/activemq/store/kahadb/Visitor.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	6	0	activemq-core/src/main/java/org/apache/activemq/store/memory/MemoryPersistenceAdapter.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	1	1	activemq-core/src/main/java/org/apache/activemq/transport/failover/FailoverTransport.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	13	1	activemq-core/src/main/java/org/apache/activemq/util/BitArray.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	21	1	activemq-core/src/main/java/org/apache/activemq/util/BitArrayBin.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	13	0	activemq-core/src/main/proto/journal-data.proto
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	1	0	activemq-core/src/test/java/org/apache/activemq/PerDestinationStoreLimitTest.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	1	0	activemq-core/src/test/java/org/apache/activemq/openwire/v6/ConnectionInfoTest.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	19	0	activemq-core/src/test/java/org/apache/activemq/store/StoreOrderTest.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	6	2	activemq-core/src/test/java/org/apache/activemq/store/jdbc/JDBCPersistenceAdapterTest.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	1	1	activemq-core/src/test/java/org/apache/activemq/store/jdbc/JDBCStoreOrderTest.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	249	1	activemq-core/src/test/java/org/apache/activemq/transport/failover/FailoverTransactionTest.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	26	1	activemq-core/src/test/java/org/apache/activemq/util/BitArrayBinTest.java
activemq-5.3.0-activemq-5.4.0	a6a6a708ff26c8ddba966107d2add4186e173ba4	AMQ-2800	11	0	activemq-core/src/test/java/org/apache/activemq/util/SocketProxy.java
activemq-5.3.0-activemq-5.4.0	4160249750fc4a84da5f295059a3775a4f46fce8	AMQ-2603	2	2	activemq-all/pom.xml
activemq-5.3.0-activemq-5.4.0	4160249750fc4a84da5f295059a3775a4f46fce8	AMQ-2603	1	2	activemq-core/pom.xml
activemq-5.3.0-activemq-5.4.0	4160249750fc4a84da5f295059a3775a4f46fce8	AMQ-2603	1	1	activemq-rar/pom.xml
activemq-5.3.0-activemq-5.4.0	4160249750fc4a84da5f295059a3775a4f46fce8	AMQ-2603	1	1	activemq-tooling/maven-activemq-memtest-plugin/pom.xml
activemq-5.3.0-activemq-5.4.0	4160249750fc4a84da5f295059a3775a4f46fce8	AMQ-2603	1	1	activemq-tooling/maven-activemq-perf-plugin/pom.xml
activemq-5.3.0-activemq-5.4.0	4160249750fc4a84da5f295059a3775a4f46fce8	AMQ-2603	1	1	activemq-tooling/maven-activemq-plugin/pom.xml
activemq-5.3.0-activemq-5.4.0	4160249750fc4a84da5f295059a3775a4f46fce8	AMQ-2603	1	1	activemq-web-console/pom.xml
activemq-5.3.0-activemq-5.4.0	4160249750fc4a84da5f295059a3775a4f46fce8	AMQ-2603	1	1	activemq-web-demo/pom.xml
activemq-5.3.0-activemq-5.4.0	4160249750fc4a84da5f295059a3775a4f46fce8	AMQ-2603	1	1	assembly/pom.xml
activemq-5.3.0-activemq-5.4.0	4160249750fc4a84da5f295059a3775a4f46fce8	AMQ-2603	1	1	assembly/src/main/descriptors/common-bin.xml
activemq-5.3.0-activemq-5.4.0	4160249750fc4a84da5f295059a3775a4f46fce8	AMQ-2603	2	2	pom.xml
activemq-5.3.0-activemq-5.4.0	554a01a42075ad03b4e60f885a2c831c8e0792a0	AMQ-2728	3	1	activemq-web/src/main/java/org/apache/activemq/web/MessageServletSupport.java
activemq-5.3.0-activemq-5.4.0	a89118211467832067f62b7f6c03c0e8820fd6d0	AMQ-2453	15	7	assembly/src/release/bin/activemq
activemq-5.3.0-activemq-5.4.0	149d4772df8d2eff7daad7593d8a0e819fe21308	AMQ-2453	32	29	assembly/src/release/bin/activemq
activemq-5.3.0-activemq-5.4.0	4a23f0d1c1ab0a772239b329a0092308ea9d367b	AMQ-2806	2	2	activemq-pool/src/main/java/org/apache/activemq/pool/PooledConnectionFactory.java
activemq-5.3.0-activemq-5.4.0	8f3e831fcf1b6e34925ade8894f4d8073efa7661	AMQ-2806	14	7	activemq-pool/src/main/java/org/apache/activemq/pool/PooledConnectionFactory.java
activemq-5.3.0-activemq-5.4.0	b73b8bc5b7989ef9e4677a762dc7b01f68d7c58a	AMQ-2728	36	0	activemq-web-demo/src/main/resources/log4j.properties
activemq-5.3.0-activemq-5.4.0	b73b8bc5b7989ef9e4677a762dc7b01f68d7c58a	AMQ-2728	0	4	activemq-web-demo/src/main/webapp/js/chat.js
activemq-5.3.0-activemq-5.4.0	b73b8bc5b7989ef9e4677a762dc7b01f68d7c58a	AMQ-2728	55	0	activemq-web-demo/src/main/webapp/test/send_subscribe.html
activemq-5.3.0-activemq-5.4.0	b73b8bc5b7989ef9e4677a762dc7b01f68d7c58a	AMQ-2728	51	0	activemq-web-demo/src/main/webapp/test/subscribe_send.html
activemq-5.3.0-activemq-5.4.0	b73b8bc5b7989ef9e4677a762dc7b01f68d7c58a	AMQ-2728	60	52	activemq-web/src/main/java/org/apache/activemq/web/MessageListenerServlet.java
activemq-5.3.0-activemq-5.4.0	b73b8bc5b7989ef9e4677a762dc7b01f68d7c58a	AMQ-2728	2	3	activemq-web/src/main/java/org/apache/activemq/web/MessageServletSupport.java
activemq-5.3.0-activemq-5.4.0	ff43b7a9aac929349b88bc30a8e53a5290590de7	AMQ-2806	9	6	activemq-pool/src/main/java/org/apache/activemq/pool/PooledConnectionFactory.java
activemq-5.3.0-activemq-5.4.0	9807ee3253200e8ed25407d95bf06ec13ee7be8a	AMQ-2098	62	7	activemq-core/src/main/java/org/apache/activemq/transport/stomp/JmsFrameTranslator.java
activemq-5.3.0-activemq-5.4.0	9807ee3253200e8ed25407d95bf06ec13ee7be8a	AMQ-2098	27	7	activemq-core/src/main/java/org/apache/activemq/transport/stomp/LegacyFrameTranslator.java
activemq-5.3.0-activemq-5.4.0	9807ee3253200e8ed25407d95bf06ec13ee7be8a	AMQ-2098	13	5	activemq-core/src/main/java/org/apache/activemq/transport/stomp/Stomp.java
activemq-5.3.0-activemq-5.4.0	9807ee3253200e8ed25407d95bf06ec13ee7be8a	AMQ-2098	2	1	activemq-core/src/main/java/org/apache/activemq/transport/stomp/StompSubscription.java
activemq-5.3.0-activemq-5.4.0	9807ee3253200e8ed25407d95bf06ec13ee7be8a	AMQ-2098	17	0	activemq-core/src/main/resources/META-INF/services/org/apache/activemq/transport/frametranslator/jms-advisory-json
activemq-5.3.0-activemq-5.4.0	9807ee3253200e8ed25407d95bf06ec13ee7be8a	AMQ-2098	17	0	activemq-core/src/main/resources/META-INF/services/org/apache/activemq/transport/frametranslator/jms-advisory-xml
activemq-5.3.0-activemq-5.4.0	9807ee3253200e8ed25407d95bf06ec13ee7be8a	AMQ-2098	17	0	activemq-core/src/main/resources/META-INF/services/org/apache/activemq/transport/frametranslator/jms-json
